sample	time	L_monocytogenes	S_enterica	B_cereus	S_aureus	S_epidermidis	E_faecalis	total_cfu	seq_id	Observed_Seq	Observed_QC	Observed_Pool	Observed_other	Available_Seq	Available_QC	Available_Pool	Available_other	Mean_Sample_Cov_Pool	seq_code	size_factor
190616360822.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360823.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360824.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360825.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360826.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360827.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360828.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360829.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360830.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360831.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360832.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360833.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360834.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360835.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360836.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360837.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360838.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360839.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360840.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360841.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
190616360842.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333
